pl_name,hostname,disc_year,pl_rade,pl_orbper,pl_orbsmax,pl_eqt,pl_orbeccen,st_teff,st_rad,st_mass,sy_snum,sy_pnum,discoverymethod,pl_bmasse
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,2020,12.9,10.559687499999999,6.03,751.0,0.0,5544.0,0.95,1.09,1,1,Microlensing,1400.0
KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,2021,13.3,10.559687499999999,3.54,751.0,0.0,5544.0,0.95,0.65,1,1,Microlensing,705.57906354
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,2022,2.22,10.559687499999999,3.09,751.0,0.0,5544.0,0.95,0.47,1,1,Microlensing,5.56
KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,2021,13.7,10.559687499999999,4.27,751.0,0.0,5544.0,0.95,0.69,1,1,Microlensing,346.43296363
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,2022,13.7,10.559687499999999,3.81,751.0,0.0,5544.0,0.95,0.66,1,1,Microlensing,365.50266805
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,2022,2.99,10.559687499999999,3.1,751.0,0.0,5544.0,0.95,0.7,1,1,Microlensing,9.2
KMT-2019-BLG-0298L b,KMT-2019-BLG-0298L,2023,13.4,10.559687499999999,5.67,751.0,0.0,5544.0,0.95,0.7,1,1,Microlensing,575.26941667
KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L,2021,12.6,10.559687499999999,0.79,751.0,0.0,5544.0,0.95,0.09,1,1,Microlensing,2447.2787339
KMT-2019-BLG-0953L b,KMT-2019-BLG-0953L,2022,4.06,10.559687499999999,1.1,751.0,0.0,5544.0,0.95,0.28,1,1,Microlensing,15.5
KMT-2019-BLG-1042L b,KMT-2019-BLG-1042L,2022,9.05,10.559687499999999,1.7,751.0,0.0,5544.0,0.95,0.3,1,1,Microlensing,60.38739733
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,2023,5.98,10.559687499999999,2.44,751.0,0.0,5544.0,0.95,0.39,1,1,Microlensing,29.87587026
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,2023,1.85,10.559687499999999,1.7,751.0,0.0,5544.0,0.95,0.25,1,1,Microlensing,4.08
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,2022,13.0,10.559687499999999,2.6,751.0,0.0,5544.0,0.95,0.79,1,1,Microlensing,1287.20504835
KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L,2023,2.0,10.559687499999999,3.02,751.0,0.0,5544.0,0.95,0.74,1,1,Microlensing,4.67
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,2020,14.1,10.559687499999999,0.099815,751.0,0.0,5544.0,0.95,0.31,1,1,Microlensing,200.0
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,2023,13.7,10.559687499999999,1.85,751.0,0.0,5544.0,0.95,0.34,1,1,Microlensing,368.68095212
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,2022,11.4,10.559687499999999,2.0,751.0,0.0,5544.0,0.95,0.47,1,1,Microlensing,88.99195396
KMT-2020-BLG-0202L b,KMT-2020-BLG-0202L,2026,12.4,10.559687499999999,4.17,751.0,0.0,5544.0,0.95,0.81,1,1,Microlensing,3902.93283796
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,2021,1.2,10.559687499999999,2.07,751.0,0.0,5544.0,0.95,0.49,1,2,Microlensing,1.87
KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,2022,12.8,10.559687499999999,2.92,751.0,0.0,5544.0,0.95,0.56,1,1,Microlensing,1754.41280664
KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,2022,3.35,10.559687499999999,3.5,751.0,0.0,5200.0,0.95,0.78,1,1,Microlensing,11.2
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,2022,6.56,10.559687499999999,1.62,751.0,0.0,5544.0,0.95,0.27,1,1,Microlensing,34.96112477
KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L,2022,9.6,10.559687499999999,2.8,751.0,0.0,5544.0,0.95,0.56,1,1,Microlensing,66.74396547
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,2022,6.2,10.559687499999999,1.54,751.0,0.0,5544.0,0.95,0.32,1,1,Microlensing,31.7828407
KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,2021,12.7,10.559687499999999,0.099815,751.0,0.0,5544.0,0.95,0.62,2,1,Microlensing,2034.1018048
KMT-2021-BLG-0712L b,KMT-2021-BLG-0712L,2023,6.91,10.559687499999999,2.22,751.0,0.0,5544.0,0.95,0.22,1,1,Microlensing,38.19
KMT-2021-BLG-0736L b,KMT-2021-BLG-0736L,2025,4.86,10.559687499999999,4.0,751.0,0.0,5544.0,0.95,0.6,1,1,Microlensing,21.0
KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L,2022,14.3,10.559687499999999,2.43,751.0,0.0,5544.0,0.95,0.36,1,1,Microlensing,143.02278315
KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,2022,1.49,10.559687499999999,3.14,751.0,0.0,5544.0,0.95,0.8,1,1,Microlensing,2.81
KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,2022,9.86,10.559687499999999,1.26,751.0,0.0,5544.0,0.95,0.14,1,2,Microlensing,69.92224954
KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L,2022,10.6,10.559687499999999,0.93,751.0,0.0,5544.0,0.95,0.14,1,2,Microlensing,79.45710175
KMT-2021-BLG-1105L b,KMT-2021-BLG-1105L,2023,13.6,10.559687499999999,3.54,751.0,0.0,5544.0,0.95,0.63,1,1,Microlensing,413.1769291
KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L,2023,13.9,10.559687499999999,4.5,751.0,0.0,5544.0,0.95,0.73,1,1,Microlensing,279.68899816
KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,2022,4.59,10.559687499999999,1.52,751.0,0.0,5544.0,0.95,0.24,1,1,Microlensing,19.05
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,2022,13.6,10.559687499999999,2.89,751.0,0.0,5544.0,0.95,0.57,1,1,Microlensing,120.77479466
KMT-2021-BLG-1372L b,KMT-2021-BLG-1372L,2022,9.12,10.559687499999999,2.37,751.0,0.0,5544.0,0.95,0.42,1,1,Microlensing,61.27
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,2022,1.97,10.559687499999999,2.29,751.0,0.0,5544.0,0.95,0.37,1,1,Microlensing,4.55
KMT-2021-BLG-1547L b,KMT-2021-BLG-1547L,2023,13.6,10.559687499999999,4.5,751.0,0.0,5544.0,0.95,0.72,1,1,Microlensing,467.20775829
KMT-2021-BLG-1554L b,KMT-2021-BLG-1554L,2022,6.9,10.559687499999999,0.72,751.0,0.0,5544.0,0.95,0.08,1,1,Microlensing,38.13940884
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,2022,7.71,10.559687499999999,2.5,751.0,0.0,4570.0,0.95,0.58,1,1,Microlensing,46.0
KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,2022,14.0,10.559687499999999,1.9,751.0,0.0,5544.0,0.95,0.48,1,1,Microlensing,232.01473711
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,2022,5.02,10.559687499999999,1.15,751.0,0.0,5544.0,0.95,0.14,1,1,Microlensing,22.24798849
KMT-2021-BLG-2609L b,KMT-2021-BLG-2609L,2024,3.17,10.559687499999999,2.3,751.0,0.0,5544.0,0.95,0.2,1,1,Microlensing,10.17050902
KMT-2022-BLG-0303L b,KMT-2022-BLG-0303L,2024,14.2,10.559687499999999,4.81,751.0,0.0,5544.0,0.95,0.368,1,1,Microlensing,163.04597279
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,2023,10.9,10.559687499999999,3.02,751.0,0.0,5544.0,0.95,0.63,1,1,Microlensing,82.63538582
KMT-2022-BLG-1013L b,KMT-2022-BLG-1013L,2023,12.1,10.559687499999999,1.38,751.0,0.0,5544.0,0.95,0.18,1,1,Microlensing,98.52680617
KMT-2022-BLG-1551L b,KMT-2022-BLG-1551L,2026,13.2,10.559687499999999,2.29,751.0,0.0,5544.0,0.95,0.54,1,1,Microlensing,940.77208472
KMT-2022-BLG-1790L b,KMT-2022-BLG-1790L,2025,13.5,10.559687499999999,5.25,751.0,0.0,5544.0,0.95,0.58,1,1,Microlensing,549.84314411
KMT-2022-BLG-1818L c,KMT-2022-BLG-1818L,2026,13.2,10.559687499999999,12.6,751.0,0.0,5544.0,0.95,0.79,1,2,Microlensing,114.41822652
KMT-2022-BLG-2076L b,KMT-2022-BLG-2076L,2025,13.9,10.559687499999999,5.67,751.0,0.0,5544.0,0.95,0.67,1,1,Microlensing,279.68899816
KMT-2023-BLG-0119L b,KMT-2023-BLG-0119L,2025,11.0,10.559687499999999,3.14,751.0,0.0,5544.0,0.95,0.71,1,1,Microlensing,83.7
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,2024,3.67,10.559687499999999,2.96,751.0,0.0,5544.0,0.95,0.63,1,1,Microlensing,13.03096469
KMT-2023-BLG-0466L b,KMT-2023-BLG-0466L,2026,13.1,10.559687499999999,2.68,751.0,0.0,5544.0,0.95,0.44,1,1,Microlensing,1032.94232275
KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,2024,7.04,10.559687499999999,2.31,751.0,0.0,5544.0,0.95,0.47,1,1,Microlensing,39.41072247
KMT-2023-BLG-0548L b,KMT-2023-BLG-0548L,2025,13.1,10.559687499999999,6.85,751.0,0.0,5544.0,0.95,0.72,1,1,Microlensing,1086.97315194
KMT-2023-BLG-0830L b,KMT-2023-BLG-0830L,2025,4.41,10.559687499999999,1.7,751.0,0.0,5544.0,0.95,0.22,1,1,Microlensing,17.79839079
KMT-2023-BLG-1431L b,KMT-2023-BLG-1431L,2024,3.76,10.559687499999999,3.2,751.0,0.0,5544.0,0.95,0.57,1,1,Microlensing,13.6
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,2024,14.1,10.559687499999999,1.18,751.0,0.0,5544.0,0.95,0.17,1,1,Microlensing,200.23189641
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,2024,13.8,10.559687499999999,1.41,751.0,0.0,5544.0,0.95,0.17,1,1,Microlensing,343.25467956
KMT-2023-BLG-1896L b,KMT-2023-BLG-1896L,2025,4.19,10.559687499999999,2.86,751.0,0.0,5544.0,0.95,0.72,1,1,Microlensing,16.35
KMT-2023-BLG-2209L b,KMT-2023-BLG-2209L,2025,13.9,10.559687499999999,3.51,751.0,0.0,5544.0,0.95,0.73,1,1,Microlensing,254.2627256
KMT-2024-BLG-0176L b,KMT-2024-BLG-0176L,2026,14.0,10.559687499999999,1.32,751.0,0.0,5544.0,0.95,0.103,1,1,Microlensing,241.54958932
KMT-2024-BLG-0404L c,KMT-2024-BLG-0404L,2025,4.33,10.559687499999999,0.099815,751.0,0.0,5544.0,0.95,0.09,1,2,Microlensing,17.3
KMT-2024-BLG-1209L b,KMT-2024-BLG-1209L,2025,13.2,10.559687499999999,2.51,751.0,0.0,5544.0,0.95,0.77,1,1,Microlensing,839.06699448
KMT-2024-BLG-1281L b,KMT-2024-BLG-1281L,2025,4.59,10.559687499999999,1.96,751.0,0.0,5544.0,0.95,0.32,1,1,Microlensing,19.06970442
KMT-2024-BLG-1870L b,KMT-2024-BLG-1870L,2026,13.8,10.559687499999999,3.15,751.0,0.0,5544.0,0.95,0.67,1,1,Microlensing,336.89811142
KMT-2024-BLG-2005L b,KMT-2024-BLG-2005L,2026,8.18,10.559687499999999,1.12,751.0,0.0,5544.0,0.95,0.12,1,1,Microlensing,50.85254512
KMT-2024-BLG-2059L b,KMT-2024-BLG-2059L,2025,2.54,10.559687499999999,2.55,751.0,0.0,5544.0,0.95,0.51,1,1,Microlensing,6.99222495
KMT-2024-BLG-2087L b,KMT-2024-BLG-2087L,2026,12.9,10.559687499999999,3.03,751.0,0.0,5544.0,0.95,0.48,1,1,Microlensing,1395.26670673
KMT-2024-BLG-2242L b,KMT-2024-BLG-2242L,2025,3.82,10.559687499999999,0.89,751.0,0.0,5544.0,0.95,0.069,1,1,Microlensing,13.98444991
KMT-2025-BLG-0030L b,KMT-2025-BLG-0030L,2026,13.7,10.559687499999999,2.35,751.0,0.0,5544.0,0.95,0.6,1,1,Microlensing,365.50266805
KMT-2025-BLG-0121L b,KMT-2025-BLG-0121L,2026,12.6,10.559687499999999,3.05,751.0,0.0,5544.0,0.95,0.61,1,1,Microlensing,2469.52672239
KMT-2025-BLG-0975L b,KMT-2025-BLG-0975L,2026,5.97,10.559687499999999,0.81,751.0,0.0,5544.0,0.95,0.1,1,1,Microlensing,29.8
KMT-2025-BLG-1160L b,KMT-2025-BLG-1160L,2026,5.43,10.559687499999999,2.56,751.0,0.0,5544.0,0.95,0.58,1,1,Microlensing,25.36
KMT-2025-BLG-1616L b,KMT-2025-BLG-1616L,2026,7.34,10.559687499999999,1.6,751.0,0.0,5544.0,0.95,0.26,1,1,Microlensing,42.32
KMT-2025-BLG-2272L b,KMT-2025-BLG-2272L,2026,13.3,10.559687499999999,3.89,751.0,0.0,5544.0,0.95,0.63,1,1,Microlensing,785.03616529
KOBE-1 b,KOBE-1,2025,2.91,8.5399,0.07006,594.4,0.0,4135.0,0.619,0.629,1,2,Radial Velocity,8.8
KOI-12 b,KOI-12,2015,13.78707,17.855182,0.154,911.0,0.34,6635.0,1.4,1.5,1,2,Transit,349.613
KOI-1257 b,KOI-1257,2014,10.54,86.647661,0.382,511.0,0.772,5520.0,1.13,0.99,2,1,Transit,460.83
KOI-13 b,KOI-13,2011,16.948008,1.763588,0.03641,2550.0,0.00064,7650.0,1.74,1.72,3,1,Transit,2949.4624
KOI-134 b,KOI-134,2025,12.03844527,67.1277,0.363,659.0,0.16,6160.0,1.667,1.407,1,2,Transit,346.43296363
KOI-142 c,KOI-142,2013,14.0,22.26492,0.154121003,635.87,0.05724,5466.0,0.897,0.99,1,3,Transit Timing Variations,214.1
KOI-1599.01,KOI-1599,2019,1.9,20.4415,0.14728,660.0,0.014,5833.0,0.972,1.02,1,2,Transit,4.6
KOI-1599.02,KOI-1599,2019,1.9,13.6088,0.112293,755.0,0.0114,5833.0,0.972,1.02,1,2,Transit,9.0
KOI-1783.01,KOI-1783,2020,8.86,134.4628,0.52661,412.0,0.0,5922.0,1.143,1.076,1,2,Transit,71.0
KOI-1783.02,KOI-1783,2020,5.44,284.215,0.86695,321.0,0.0,5922.0,1.143,1.076,1,2,Transit,15.0
KOI-1831 d,Kepler-324,2018,1.13,34.169,0.19924,475.0,0.0,5233.0,0.835,0.901,1,4,Transit,2.23
KOI-1833 d,Kepler-968,2021,2.58,7.685,0.0634,613.0,0.0,4413.0,0.667,0.681,1,3,Transit,11.02
KOI-1843.03,Kepler-974,2013,0.61,0.1768913,0.005,1654.0,0.0,3584.0,0.45,0.46,1,2,Transit,8.0
KOI-319 b,KOI-319,2014,10.67,46.14827,0.2668,703.0,0.034,5880.0,2.064,1.325,1,2,Transit,3178.28407
KOI-3503 b,KOI-3503,2021,1.19,21.185,0.14247,785.0,0.0,6001.0,1.255,0.858,1,2,Transit,9.2
KOI-3503 c,KOI-3503,2021,1.21,31.828,0.18688,686.0,0.0,6001.0,1.255,0.858,1,2,Transit,10.36
KOI-351 b,KOI-351,2013,1.31,7.008151,0.074,1062.0,0.0,6080.0,1.2,1.2,1,8,Transit,2.27
KOI-351 c,KOI-351,2013,1.19,8.719375,0.089,987.0,0.0,6080.0,1.2,1.2,1,8,Transit,1.81
KOI-351 d,KOI-351,2013,2.87,59.73667,0.32,520.0,0.0,6080.0,1.2,1.2,1,8,Transit,8.6
KOI-351 e,KOI-351,2013,2.66,91.93913,0.42,450.0,0.0,6080.0,1.2,1.2,1,8,Transit,7.56
KOI-351 f,KOI-351,2013,2.88,124.9144,0.48,407.0,0.0,6080.0,1.2,1.2,1,8,Transit,8.65
KOI-351 g,KOI-351,2013,7.718,210.73514,0.71704,342.0,0.0292,6031.13,1.185,1.242,1,8,Transit,15.0
KOI-351 h,KOI-351,2013,11.252,331.60296,0.97062,294.0,0.0276,6031.13,1.185,1.242,1,8,Transit,203.0
KOI-3680 b,KOI-3680,2018,11.09691,141.241671,0.534,347.0,0.496,5830.0,0.96,1.01,1,1,Transit,613.4119
KOI-4777.01,KOI-4777,2022,0.51,0.412,0.008,1180.0,0.0,3515.0,0.4,0.41,1,1,Transit,99.2
KOI-4978 b,KOI-4978,2024,0.7,0.941967,0.099815,751.0,0.0,5050.28,0.966,0.859,1,1,Transit,0.271
KOI-55 b,KOI-55,2011,0.759,0.240104,0.006,7777.78,0.0,27730.0,0.203,0.496,1,2,Orbital Brightness Modulation,0.44
KOI-55 c,KOI-55,2011,0.867,0.342887,0.0076,6910.74,0.0,27730.0,0.203,0.496,1,2,Orbital Brightness Modulation,0.655
KOI-7368 b,KOI-7368,2022,2.22,6.8430344,0.0678,805.0,0.0,5241.0,0.874,0.879,1,1,Transit,5.56
KOI-7913 b,KOI-7913 A,2022,2.34,24.278553,0.1456,432.0,0.0,4324.0,0.788,0.76,2,1,Transit,6.08
KOI-884 e,Kepler-247,2014,9.54,31.101659,0.099815,751.0,0.0415,5060.0,0.788,0.887,1,4,Transit Timing Variations,66.05405
KOI-94 b,KOI-94,2013,1.71,3.743208,0.05119,1486.0,0.25,6182.0,1.52,1.277,2,4,Transit,10.5
KOI-94 c,KOI-94,2013,4.32,10.423648,0.1013,1012.0,0.43,6182.0,1.52,1.277,2,4,Transit,15.6
KOI-94 d,KOI-94,2013,11.27,22.342989,0.1684,806.0,0.022,6182.0,1.52,1.277,2,4,Transit,106.0
KOI-94 e,KOI-94,2013,6.56,54.32031,0.3046,584.0,0.019,6182.0,1.52,1.277,2,4,Transit,35.0
KOI-984 b,KOI-984,2022,4.3,4.2881785,0.0504,1022.0,0.12,5295.0,0.818,0.928,1,2,Transit,17.1
KOI-984 c,KOI-984,2022,14.1,21.512,0.1467,597.0,0.38,5295.0,0.818,0.928,1,2,Transit Timing Variations,209.8
KOINTREAU-3 b,ISO-Oph 96,2026,13.1,10.559687499999999,342.0,8.74,0.0,3920.0,0.730795,0.41,1,1,Imaging,1080.6165838
KPS-1 b,KPS-1,2018,11.54527,1.706291,0.0269,1459.0,0.0,5165.0,0.907,0.892,1,1,Transit,346.4347
Kapteyn c,Kapteyn,2014,2.54,121.54,0.311,165.59,0.23,3550.0,0.291,0.281,1,1,Radial Velocity,7.0
Kepler-10 c,Kepler-10,2011,2.355,45.294301,0.241,579.0,0.136,5708.0,1.065,0.91,1,3,Transit,11.29
Kepler-10 d,Kepler-10,2023,3.49,151.06,0.5379,387.0,0.19,5708.0,1.065,0.91,1,3,Radial Velocity,12.0
Kepler-100 b,Kepler-100,2014,1.34,6.88734,0.07309,1155.0,0.13,5837.0,1.51,1.13,1,4,Transit,4.01
Kepler-100 d,Kepler-100,2014,1.61,35.3331,0.21747,670.0,0.38,5825.0,1.49,1.08,1,4,Transit,3.0
Kepler-100 e,Kepler-100,2023,5.27,60.888588,0.312391586,621.73,0.026437,5884.0,1.5,1.097,1,4,Radial Velocity,24.14271827
Kepler-1000 b,Kepler-1000,2016,4.76,120.0181272,0.5326,473.0,0.0,6453.0,1.51,1.4,1,1,Transit,20.3
Kepler-1001 c,Kepler-1001,2020,1.57799279,9.18186,0.08296,804.0,0.0,5376.0,0.836475,0.93,1,2,Transit,3.11
Kepler-1003 b,Kepler-1003,2016,1.78,3.554856915,0.04333,1157.0,0.0,6109.0,1.17,1.11,1,1,Transit,3.82
Kepler-1004 b,Kepler-1004,2016,6.28,5.28789787,0.06791,1661.0,0.0,4972.0,3.39,1.11,1,1,Transit,32.5
Kepler-1005 b,Kepler-1005,2016,1.5,6.49801525,0.06717,1026.0,0.0,5782.0,1.06,1.0,1,1,Transit,2.86
Kepler-1006 b,Kepler-1006,2016,1.54,19.76172042,0.1464,791.0,0.0,5328.0,0.74,0.78,1,1,Transit,2.99
Kepler-1007 b,Kepler-1007,2016,1.44,5.185002073,0.048,652.0,0.0,4587.0,0.7,0.73,1,1,Transit,2.67
Kepler-1008 b,Kepler-1008,2016,1.28,12.43931193,0.09755,627.0,0.0,5066.0,0.78,0.81,2,1,Transit,2.18
Kepler-1009 b,Kepler-1009,2016,2.17,11.35011917,0.0796,403.0,0.0,4027.0,0.57,0.59,1,1,Transit,5.35
Kepler-101 b,Kepler-101,2014,5.77,3.4876812,0.0474,1513.0,0.086,5667.0,1.56,1.17,1,2,Transit,51.1
Kepler-101 c,Kepler-101,2014,1.25,6.02976,0.0684,1413.0,0.0,5667.0,1.56,1.17,1,2,Transit,3.78
Kepler-1011 b,Kepler-1011,2016,2.87,5.753221974,0.0633,920.0,0.0,5416.0,0.88,0.91,1,1,Transit,8.6
Kepler-1012 b,Kepler-1012,2016,1.29,5.50860439,0.06066,934.0,0.0,5556.0,0.91,0.95,1,1,Transit,2.21
Kepler-1014 b,Kepler-1014,2016,2.39,16.57110363,0.121,614.0,0.0,5388.0,0.84,0.88,1,1,Transit,6.3
Kepler-1015 b,Kepler-1015,2016,3.55,16.00494214,0.1345,1040.0,0.0,6769.0,1.81,1.49,1,1,Transit,12.3
Kepler-1018 b,Kepler-1018,2016,2.58,49.1013514,0.253,498.0,0.0,5518.0,0.88,0.91,1,1,Transit,7.18
Kepler-102 b,Kepler-102,2014,0.46,5.286965,0.05521,857.0,0.1,4909.0,0.724,0.803,1,5,Transit,1.1
Kepler-102 c,Kepler-102,2014,0.567,7.071392,0.06702,777.0,0.094,4909.0,0.724,0.803,1,5,Transit,1.7
Kepler-102 d,Kepler-102,2014,1.154,10.311767,0.08618,686.0,0.092,4909.0,0.724,0.803,1,5,Transit,3.0
Kepler-102 e,Kepler-102,2013,2.17,16.1456994,0.1162,590.0,0.089,4909.0,0.724,0.803,1,5,Transit,4.7
Kepler-102 f,Kepler-102,2014,0.861,27.453592,0.1656,495.0,0.1,4909.0,0.724,0.803,1,5,Transit,4.3
Kepler-1020 b,Kepler-1020,2016,2.28,96.9151496,0.37594,325.0,0.0,5227.0,0.8,0.87,1,1,Transit,5.82
Kepler-1021 b,Kepler-1021,2016,2.33,13.47469571,0.1034,634.0,0.0,5431.0,0.86,0.89,1,1,Transit,6.04
Kepler-1022 b,Kepler-1022,2016,2.36,10.99469878,0.0805,512.0,0.0,4445.0,0.68,0.71,1,1,Transit,6.17
Kepler-1024 b,Kepler-1024,2016,3.91,66.4162133,0.3033,376.0,0.0,5143.0,0.78,0.81,1,1,Transit,14.5
Kepler-1025 b,Kepler-1025,2016,1.98,37.3229493,0.21607,1654.0,0.0,6089.0,1.13,1.09,1,1,Transit,4.58
Kepler-1026 b,Kepler-1026,2016,2.21,36.5156053,0.1977,425.0,0.0,4948.0,0.75,0.79,1,1,Transit,5.52
Kepler-1027 b,Kepler-1027,2016,0.89,1.907805199,0.02911,1268.0,0.0,5436.0,0.82,0.91,2,1,Transit,0.64
Kepler-1028 b,Kepler-1028,2016,1.33,2.51462432,0.0354,1217.0,0.0,5522.0,0.87,0.9,1,1,Transit,2.33
Kepler-103 b,Kepler-103,2014,3.4857,15.9653287,0.133,973.0,0.171,6047.0,1.492,1.212,1,2,Transit,11.67
Kepler-1030 b,Kepler-1030,2016,2.48,19.32952416,0.1338,529.0,0.0,4983.0,0.76,0.8,1,1,Transit,6.71
Kepler-1031 b,Kepler-1031,2016,0.87,1.22621732,0.0218,2024.0,0.0,6011.0,1.12,1.09,1,1,Transit,0.59
Kepler-1032 b,Kepler-1032,2016,1.87,3.290117953,0.0361,802.0,0.0,4647.0,0.71,0.77,1,1,Transit,4.16
Kepler-1033 b,Kepler-1033,2016,2.51,7.56052806,0.0761,914.0,0.0,5547.0,0.92,0.94,1,1,Transit,6.85
Kepler-1034 b,Kepler-1034,2016,2.26,12.12400943,0.0965,675.0,0.0,5198.0,0.8,0.83,1,1,Transit,5.73
Kepler-1035 b,Kepler-1035,2016,1.17,2.714077555,0.03883,1301.0,0.0,5763.0,0.97,0.98,1,1,Transit,1.71
Kepler-1036 b,Kepler-1036,2016,3.01,122.8808058,0.47726,326.0,0.0,5533.0,0.89,0.95,1,1,Transit,9.32
Kepler-1037 b,Kepler-1037,2016,1.28,1.063788673,0.0198,1650.0,0.0,5105.0,0.78,0.82,1,1,Transit,2.18
Kepler-1038 b,Kepler-1038,2016,3.53,148.4603382,0.5238,285.0,0.0,5335.0,0.83,0.87,1,2,Transit,12.2
Kepler-104 b,Kepler-104,2014,3.1,11.427548,0.094,852.0,0.0,5711.0,1.349,0.818,2,3,Transit,19.6
Kepler-104 c,Kepler-104,2014,3.13,23.668205,0.153,668.0,0.0,5711.0,1.349,0.818,2,3,Transit,7.14430805
Kepler-104 d,Kepler-104,2014,3.58,51.755394,0.257,515.0,0.0,5711.0,1.349,0.818,2,3,Transit,5.54022107
Kepler-1040 b,Kepler-1040,2016,2.08,201.1214,0.67249,300.0,0.0,5694.0,0.96,0.98,1,1,Transit,4.98
Kepler-1041 b,Kepler-1041,2016,2.94,24.7576421,0.1688,644.0,0.0,5957.0,1.08,1.06,1,1,Transit,8.96
Kepler-1042 b,Kepler-1042,2016,2.19,10.13202575,0.0756,574.0,0.0,4815.0,0.72,0.75,1,1,Transit,5.43
Kepler-1043 b,Kepler-1043,2016,2.55,38.5053398,0.2159,532.0,0.0,5629.0,0.9,0.92,1,1,Transit,7.04
Kepler-1044 b,Kepler-1044,2016,2.67,6.77408868,0.0741,1058.0,0.0,5985.0,1.11,1.08,1,1,Transit,7.61
Kepler-1045 b,Kepler-1045,2016,2.69,26.41045478,0.1616,512.0,0.0,5301.0,0.82,0.86,1,1,Transit,7.7
Kepler-1046 b,Kepler-1046,2016,1.71,14.37508035,0.11858,786.0,0.0,5913.0,1.04,1.04,1,1,Transit,3.57
Kepler-1047 b,Kepler-1047,2016,2.09,56.1886887,0.29871,503.0,0.0,5754.0,1.13,1.08,1,2,Transit,5.02
Kepler-1047 c,Kepler-1047,2016,0.99,3.18897601,0.04413,1309.0,0.0,5754.0,1.13,1.08,1,2,Transit,0.937
Kepler-1048 b,Kepler-1048,2016,1.61,6.92101021,0.059,619.0,0.0,4651.0,0.7,0.75,1,1,Transit,3.22
Kepler-1049 b,Kepler-1049,2016,0.95,3.273460736,0.0349,625.0,0.0,3864.0,0.49,0.51,1,1,Transit,0.809
Kepler-105 b,Kepler-105,2013,2.53,5.4122034,0.06016,1418.0,0.02,5933.0,1.026,0.991,1,2,Transit,10.8
Kepler-105 c,Kepler-105,2014,1.44,7.12592,0.07229,997.0,0.02,5933.0,1.026,0.991,1,2,Transit,5.6
Kepler-1050 b,Kepler-1050,2016,1.6,15.3787546,0.12353,1039.0,0.0,6010.0,1.13,1.09,1,2,Transit,3.19
Kepler-1052 b,Kepler-1052,2016,2.93,34.8538276,0.20988,522.0,0.0,5888.0,1.03,1.03,1,2,Transit,8.91
Kepler-1053 b,Kepler-1053,2016,0.98,2.414351654,0.0315,953.0,0.0,4529.0,0.69,0.74,1,1,Transit,0.904
Kepler-1054 b,Kepler-1054,2016,2.63,4.30655689,0.05542,1177.0,0.0,6209.0,1.34,1.22,1,1,Transit,7.41
Kepler-1055 b,Kepler-1055,2016,1.23,2.295036233,0.0335,1304.0,0.0,5723.0,0.94,0.98,1,1,Transit,2.04
Kepler-1056 b,Kepler-1056,2016,3.01,27.495606,0.1629,590.0,0.0,6127.0,1.2,1.12,1,1,Transit,9.32
Kepler-1057 b,Kepler-1057,2016,3.36,14.08827448,0.1138,724.0,0.0,5987.0,1.1,1.07,1,1,Transit,11.2
