pl_name,hostname,discoverymethod,disc_year,pl_bmasse,pl_rade,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,sy_snum,sy_pnum
"HD 125136 b","HD 125136","Radial Velocity",2026,718.29219982,13.30000000,849.77000000000,,0.050000,,4959.00,5.390000,1.550000,1,1
"KMT-2019-BLG-0953L b","KMT-2019-BLG-0953L","Microlensing",2022,15.50000000,4.06000000,,1.1000000000,,,,,0.280000,1,1
"OGLE-2017-BLG-1691L b","OGLE-2017-BLG-1691L","Microlensing",2022,14.62010672,3.92000000,,2.4100000000,,,,,0.450000,1,1
"alf Ari b","alf Ari","Radial Velocity",2010,572.07000000,13.40000000,380.80000000000,1.2000000000,0.250000,747.22,4553.00,13.900000,1.500000,1,1
"TOI-2180 b","TOI-2180","Transit",2022,875.61726129,11.32107051,260.79000000000,0.8280000000,0.368300,348.00,5695.00,1.636000,1.111000,1,1
"KMT-2024-BLG-0404L c","KMT-2024-BLG-0404L","Microlensing",2025,17.30000000,4.33000000,,,,,,,0.090000,1,2
"Kepler-122 e","Kepler-122","Transit",2014,27.70000000,2.60000000,37.99327300000,0.2270000000,0.000000,618.00,6050.00,1.216000,0.982000,1,5
"Kepler-411 c","Kepler-411","Transit",2016,26.40000000,4.42100000,7.83443500000,0.0739000000,0.108000,838.00,4974.00,0.820000,0.870000,2,4
"OGLE-2018-BLG-1428L b","OGLE-2018-BLG-1428L","Microlensing",2021,240.00000000,14.00000000,,3.3000000000,,,,,0.430000,1,1
"KMT-2021-BLG-1689L b","KMT-2021-BLG-1689L","Microlensing",2022,46.00000000,7.71000000,,2.5000000000,,,4570.00,,0.580000,1,1
"MOA-2010-BLG-073L b","MOA-2010-BLG-073L","Microlensing",2012,3500.00000000,12.40000000,,1.2100000000,,,,,0.160000,1,1
"KMT-2017-BLG-2197L b","KMT-2017-BLG-2197L","Microlensing",2025,2809.60311788,12.50000000,,15.9100000000,,,,,0.360000,1,1
"KMT-2018-BLG-1988L b","KMT-2018-BLG-1988L","Microlensing",2022,5.56000000,2.22000000,,3.0900000000,,,,,0.470000,1,1
"Kepler-302 b","Kepler-302","Transit",2014,15.50000000,4.06000000,30.18410400000,0.1930000000,0.000000,634.00,5740.00,1.220000,1.021000,1,2
"GJ 3779 b","GJ 3779","Radial Velocity",2018,8.00000000,2.75000000,3.02320000000,0.0260000000,0.070000,526.94,3324.00,0.281000,0.270000,1,1
"Kepler-985 b","Kepler-985","Transit",2016,9.17000000,2.98000000,116.33190100000,0.4466400000,0.000000,323.00,5434.00,0.850000,0.910000,1,1
"Kepler-248 b","Kepler-248","Transit",2014,9.38000000,3.02000000,6.30820500000,0.0660000000,0.000000,819.00,5190.00,0.831000,0.838000,1,2
"Kepler-836 b","Kepler-836","Transit",2016,7.90000000,2.73000000,11.36112327000,0.1013000000,0.000000,869.00,5895.00,1.040000,1.030000,1,1
"TOI-1224 c","TOI-1224","Transit",2024,8.67000000,2.88400000,17.94546600000,,0.000000,303.12,3326.00,0.404000,0.400000,1,2
"Kepler-142 d","Kepler-142","Transit",2014,5.31000000,2.16000000,41.80911800000,0.2420000000,0.000000,582.00,5790.00,1.269000,0.978000,1,3
"OGLE-2019-BLG-0304L b","OGLE-2019-BLG-0304L","Microlensing",2021,162.09248757,14.20000000,,1.2300000000,,,,,0.270000,2,1
"MOA-2022-BLG-563L b","MOA-2022-BLG-563L","Microlensing",2024,127.13136280,14.00000000,,2.1500000000,,,,,0.480000,1,1
"KMT-2021-BLG-2010L b","KMT-2021-BLG-2010L","Microlensing",2023,340.07639549,13.80000000,,1.7900000000,,,,,0.370000,1,1
"KMT-2024-BLG-1005L b","KMT-2024-BLG-1005L","Microlensing",2025,6674.39654700,12.10000000,,0.7800000000,,,,,0.055000,1,1
"KMT-2021-BLG-1077L c","KMT-2021-BLG-1077L","Microlensing",2022,79.45710175,10.60000000,,0.9300000000,,,,,0.140000,1,2
"Kepler-1676 b","Kepler-1676","Transit",2020,11.30000000,3.37695960,29.92210000000,0.1954000000,0.000000,782.00,5878.30,1.060660,1.070000,1,1
"K2-65 b","K2-65","Transit",2016,3.12000000,1.58000000,12.64750000000,0.1014000000,,723.51,5213.00,0.840000,0.870000,1,1
"OGLE-2018-BLG-0799L b","OGLE-2018-BLG-0799L","Microlensing",2022,82.63538582,10.90000000,,1.2800000000,,,,,0.093000,1,1
"KMT-2023-BLG-0466L b","KMT-2023-BLG-0466L","Microlensing",2026,1032.94232275,13.10000000,,2.6800000000,,,,,0.440000,1,1
"BD+63 1405 b","BD+63 1405","Radial Velocity",2021,3305.41543280,12.40000000,1198.48000000000,2.0600000000,0.880000,150.69,5000.00,0.804724,0.816000,1,1
"WASP-73 b","WASP-73","Transit",2014,908.99380000,15.91678000,4.08722000000,0.0551200000,0.000000,1790.00,6030.00,2.550000,2.520000,1,1
"Kepler-733 b","Kepler-733","Transit",2016,8.35000000,2.82000000,20.83424726000,0.1483000000,0.000000,595.00,5418.00,0.860000,0.900000,1,1
"Kepler-124 d","Kepler-124","Transit",2014,1.41000000,1.11000000,30.95085100000,0.1700000000,0.000000,428.00,4984.00,0.636000,0.706000,1,3
"Kepler-244 c","Kepler-244","Transit",2014,4.86000000,2.05000000,9.76729200000,0.0870000000,0.000000,791.00,5554.00,0.803000,0.933000,1,3
"Kepler-2001 c","Kepler-2001","Transit",2023,3.97000000,1.82000000,14.09258318900,0.1084000000,0.000000,597.00,5081.00,0.770000,0.864000,1,2
"KMT-2021-BLG-0852L b","KMT-2021-BLG-0852L","Microlensing",2026,155.73591943,14.20000000,,7.7800000000,,,,,0.750000,1,1
"Kepler-32 b","Kepler-32","Transit",2011,1303.00000000,2.20000000,5.90124000000,0.0500000000,0.000000,514.00,3900.00,0.530000,0.580000,1,5
"TOI-5108 b","TOI-5108","Transit",2025,32.00000000,6.60000000,6.75358100000,0.0730000000,,1180.00,5808.00,1.290000,1.100000,1,1
"KMT-2016-BLG-2605L b","KMT-2016-BLG-2605L","Microlensing",2021,245.04570180,14.00000000,,0.6810000000,,,,,0.064000,1,1
"OGLE-2018-BLG-0977L b","OGLE-2018-BLG-0977L","Microlensing",2022,6.40000000,2.41000000,,2.0000000000,,,,,0.470000,1,1
"OGLE-2007-BLG-368L b","OGLE-2007-BLG-368L","Microlensing",2009,20.00000000,4.72000000,,2.8000000000,,,,,0.640000,1,1
"MOA-2011-BLG-262L b","MOA-2011-BLG-262L","Microlensing",2014,17.00000000,4.29000000,,0.9500000000,,,,,0.110000,1,1
"Kepler-132 c","Kepler-132","Transit",2014,2.18000000,1.28000000,6.41491400000,0.0680000000,0.000000,1069.00,6003.00,1.178000,0.929000,2,4
"KMT-2025-BLG-0481L b","KMT-2025-BLG-0481L","Microlensing",2026,187.51876013,14.10000000,,2.1800000000,,,,,0.220000,1,1
"KMT-2019-BLG-1339L b","KMT-2019-BLG-1339L","Microlensing",2020,397.00000000,13.70000000,,2.1500000000,,,,,0.480000,1,1
"OGLE-2017-BLG-1140L b","OGLE-2017-BLG-1140L","Microlensing",2018,505.00000000,13.50000000,,1.0200000000,,,,,0.211000,1,1
"KMT-2022-BLG-1790L b","KMT-2022-BLG-1790L","Microlensing",2025,549.84314411,13.50000000,,5.2500000000,,,,,0.580000,1,1
"KMT-2018-BLG-1996L b","KMT-2018-BLG-1996L","Microlensing",2021,346.43296363,13.70000000,,4.2700000000,,,,,0.690000,1,1
"Kepler-47 b","Kepler-47","Transit",2012,2.07000000,3.05000000,49.46430000000,0.2877000000,0.021000,490.20,5636.00,0.936000,0.957000,2,3
"HD 190007 b","HD 190007","Radial Velocity",2020,15.50000000,4.06000000,11.72412800000,0.0920000000,0.136000,651.41,4610.00,0.790000,0.770000,1,1
"Kepler-1219 b","Kepler-1219","Transit",2016,5.14000000,2.12000000,16.10467749000,0.1414600000,0.000000,1159.00,5944.00,1.940000,1.250000,1,1
"Kepler-1808 b","Kepler-1808","Transit",2021,9.40000000,3.02511302,23.34040070000,0.1467000000,0.000000,601.00,5530.00,0.892000,0.773000,1,1
"Kepler-824 b","Kepler-824","Transit",2016,4.16000000,1.87000000,4.51436633000,0.0550000000,0.000000,1231.00,6035.00,1.220000,1.150000,1,1
"HD 95089 b","HD 95089","Radial Velocity",2009,400.46580000,13.70000000,464.40000000000,1.3600000000,0.119000,458.34,4918.00,5.080000,1.540000,1,2
"Kepler-610 c","Kepler-610","Transit",2016,10.90000000,3.30000000,151.86392000000,0.5594000000,0.000000,318.00,5943.00,1.130000,1.100000,1,2
"Kepler-410 A b","Kepler-410 A","Transit",2013,8.44000000,2.83800000,17.83364800000,0.1226000000,0.170000,866.00,6273.00,1.352000,1.214000,2,1
"DMPP-6 b","DMPP-6","Radial Velocity",2026,5.80000000,2.28000000,7.60270000000,0.0779000000,0.340000,1203.65,6182.09,1.270000,1.079000,1,2
"Gaia22dkvL b","Gaia22dkvL","Microlensing",2024,187.83658854,14.10000000,,1.4000000000,,,,,1.145000,1,1
"MOA-2022-BLG-249L b","MOA-2022-BLG-249L","Microlensing",2023,4.83000000,2.04000000,,1.6300000000,,,,,0.180000,1,1
"Kepler-1063 b","Kepler-1063","Transit",2016,2.83000000,1.49000000,14.07971466000,0.1176000000,0.000000,931.00,5945.00,1.140000,1.090000,2,1
"KMT-2021-BLG-1303L b","KMT-2021-BLG-1303L","Microlensing",2022,120.77479466,13.60000000,,2.8900000000,,,,,0.570000,1,1
"OGLE-2018-BLG-0596L b","OGLE-2018-BLG-0596L","Microlensing",2019,13.93000000,3.81000000,,0.9700000000,,,,,0.231000,1,1
"KMT-2023-BLG-0830L b","KMT-2023-BLG-0830L","Microlensing",2025,17.79839079,4.41000000,,1.7000000000,,,,,0.220000,1,1
"KMT-2023-BLG-0735L b","KMT-2023-BLG-0735L","Microlensing",2024,38.77506565,6.97000000,,2.9600000000,,,,,0.610000,1,1
"KMT-2021-BLG-0320L b","KMT-2021-BLG-0320L","Microlensing",2022,31.78284070,6.20000000,,1.5400000000,,,,,0.320000,1,1
"OGLE-2023-BLG-0766L b","OGLE-2023-BLG-0766L","Microlensing",2026,349.61124770,13.70000000,,2.5000000000,,,,,0.390000,1,1
